[1, '虎斑幼犬活体大型广西土猎狗赶山猎犬活物幼崽真狗大骨架混血家养', ['宠物 宠物食品 狗零食']]
[1341, '正宗乌檀木砧板切菜板抗菌防霉家用实木刀板包边整木厨房占板案板', ['家居家装 厨具 刀剪菜板']]
[1342, '家用擀面板大号切菜板实木厨房用品防霉竹砧板多功能和面揉面案板', ['家居家装 厨具 刀剪菜板']]
[1343, '【乐】果树剪刀树枝家用剪子多功能修枝剪修树枝剪刀园艺园林剪刀', ['家居家装 厨具 刀剪菜板']]
[1344, '红檀铁木砧板菜板实木家用切菜板防霉抗菌案板加厚菜墩面板子', ['家居家装 厨具 刀剪菜板']]
[1345, '【星程】强力厨房剪鸡骨剪食物剪家用剪多功能剪全不锈钢剪刀', ['家居家装 厨具 刀剪菜板']]
[1346, '【千川特价】304加厚三厘米铲勺两件套  1套', ['母婴 喂养用品 餐具']]
[1347, '品牌厨具小奶锅～凯爹推荐', ['家居家装 厨具 烹饪锅具']]
[1348, '不锈钢汤锅加厚小火锅加深家用平底燃气电磁炉盆烹饪用具锅具推荐', ['家居家装 厨具 烹饪锅具']]
[1349, '德式HG32炒锅玻璃盖（库存）', ['家用电器 厨房电器 电火锅']]
[1350, '烹饪锅铁锅捶打铁锅炒锅', ['家居家装 厨具 烹饪锅具']]
[1351, '【测温刻度杯】耐高温玻璃杯 水杯 微波炉可加热', ['家居家装 厨具 水具酒具']]
[1352, '水杯乌普拉达吸管杯随身杯过滤杯', ['母婴 喂养用品 水具']]
[1353, 'polar博能运动杯', ['母婴 喂养用品 水具']]
[1354, 'PRADA普拉达-水壶水杯350ml简约运动大容量纯色-Y21080626459', ['母婴 喂养用品 水具']]
[1355, '膳魔师Foogo系列tritan吸管杯水晶(赠小书包，数量有限赠完为止)', ['母婴 喂养用品 水具']]
[1356, '防割手卫生间置物架太空铝浴室洗手间厨房壁挂置物架卫浴五金挂件', ['家居家装 建材 厨房卫浴']]
[1357, '304免打孔加厚不锈钢折叠毛巾架卫生间置物架浴巾架', ['家居家装 生活日用 浴室用品']]
[1358, '免打孔三角置物架卫生间浴室卫浴架厨房收纳架储物篮厕所墙上壁挂', ['家居家装 建材 厨房卫浴']]
[1359, '阀芯淋浴花洒厨房面盆卫浴水龙头冷热水塑料阀芯混水阀龙头配件', ['家居家装 建材 厨房卫浴']]
[1360, '花洒支架免打孔喷头挂座可调节固定神器浴室儿童花晒淋浴底座墙座', ['家居家装 建材 厨房卫浴']]
[1361, '现代简约全铜床头灯客厅书房电视背景墙装饰灯卧室壁灯', ['家居家装 建材 灯饰照明']]
[1362, '智能小夜灯插电led感应遥控节能台灯卧室睡眠婴儿喂奶护眼床头灯', ['家居家装 建材 灯饰照明']]
[1363, 'LED网红灯星星灯防水灯圣诞灯小闪灯彩灯挂灯房间卧室节日装饰', ['家居家装 建材 灯饰照明']]
[1364, '【创适灯饰】 餐厅吊灯简约现代金色轻奢餐厅灯书房灯饰照明创', ['家居家装 建材 灯饰照明']]
[1365, '【灰熊村灯饰】太阳能路灯室内外照明庭院灯100w防水新农村家用围', ['家居家装 建材 灯饰照明']]
[1366, '英塑  4分电工管夹20mm穿线管卡 PVC绝缘离墙码固定管座U迫码码仔', ['家居家装 建材 电工电料']]
[1367, '【莱亚】电工电笔高精度数显测电笔感应断点试电笔电工智能多功能', ['电脑办公 电脑配件 电源']]
[1368, 'na220v/380v水泵无线遥控开关缺相断电开关漏电保护电机水泵遥控', ['家居家装 建材 电工电料']]
[1369, '国标户外线铝芯电线室外2芯2.5/4/6/10/16/25平方防老化护套铝线', ['家居家装 建材 电工电料']]
[1370, '【理起】锐尔电缆剪线钳手动6寸8寸10寸电线剪子绞线钳电工断', ['家居家装 建材 电工电料']]
[1371, '大码解放鞋46码47码48码49码50码迷彩帆布鞋训练鞋加肥干活鞋夏季', ['运动健康 运动鞋包 帆布鞋']]
[1372, '尼龙绳软绳子批发捆绑耐磨拉绳户外涤纶编织防坠安全绳货车刹车绳', ['运动健康 户外装备 户外工具']]
[1373, '冬季解放鞋加绒加厚迷彩胶鞋大棉鞋男劳保鞋耐磨防滑保暖工作鞋', ['运动健康 户外鞋 军迷鞋']]
[1374, '警示胶带PVC黑黄斑马线警戒地标贴地板地面胶带彩色划线地板胶带', ['家居家装 建材 劳保防护']]
[1375, '50cm不锈钢警示柱活动防撞可拆卸路桩固定路障预埋停车立柱移动桩', ['家居家装 建材 劳保防护']]
[1376, '三环环彩氧化铁绿粉水磨石彩色混凝土地坪水泥调色绿色颜料色粉', ['电脑办公 办公文仪 书法美术用具']]
[1377, '三角尺瓦工工具不锈钢地漏尺瓷砖多功能地漏花式设计定位尺花型', ['家居家装 建材 桌面墙面地面材料']]
[1378, '功夫门透明塑料螺丝收纳盒小格子五金配件电子零件工具储物盒子', ['家居家装 生活日用 收纳用品']]
[1379, '空调孔装饰盖空调洞护口套墙洞空调口堵盖遮挡孔盖管道封口遮丑盖', ['家居家装 家庭软饰 其它']]
[1380, '特结实建筑弦线吊线垂线泥工线水平线白色尼龙线砌墙线施工绳', ['家居家装 建材 桌面墙面地面材料']]
[1381, '欧式黑色衣柜门把手现代简约单孔橱柜子小拉手抽屉拉手家具五金', ['家居家装 建材 五金工具']]
[1382, '法兰螺母镀锌防滑带垫六角防松螺丝帽铁螺帽国标M4M5M6M8', ['家居家装 建材 劳保防护']]
[1383, '挑刀撬刀编藤工具编织手工户外编家具藤椅专用辅助五金工', ['运动健康 户外装备 户外工具']]
[1384, '【五金好物】铝合金结构胶枪旋转式玻璃胶枪加厚通用型省力玻璃硅', ['家居家装 建材 其它']]
[1385, '不锈钢柜门修复板轻松五金配件五金衣橱加厚家具挡家用神器加强器', ['家居家装 建材 五金工具']]
[1386, '糖装床围栏宝宝防摔防护栏婴儿护栏儿童防掉床床边挡板床上一面', ['母婴 婴儿寝具 其它-婴儿寝具']]
[1387, '不锈钢钛金福字飞鹰门角花农村门装饰各种门配件', ['家居家装 建材 装饰材料']]
[1388, '新款 步阳精品甲级安全防盗门  智享', ['家居家装 建材 装饰材料']]
[1389, '佳玖移门衣柜推拉门滑轮冷轧钢移门导轨滑轮浴室玻璃移门上下吊', ['家居家装 建材 装饰材料']]
[1390, '玻璃胶防水防霉厨卫透明家用中性硅酮结构胶厨房鱼缸专用胶词瓷白', ['宠物 宠物用品 鱼缸']]
[1391, '高典中国农村传统自建房屋复式户型三层别墅设计图纸a484', ['家居家装 建材 装修服务']]
[1392, '高典三层欧式别墅设计图纸新农村自建房新款效果施工图全套a1345', ['家居家装 建材 装修服务']]
[1393, '高典中式三层小别墅设计图带庭院露台施工效果图全套a363', ['家居家装 建材 装修服务']]
[1394, '高典全套三层农村自建房设计图纸乡村别墅设计带车库A1121', ['家居家装 建材 装修服务']]
[1395, '高典欧式四层半图纸效果图方案全套别墅设计五层农村自建房施工图', ['家居家装 建材 装修服务']]
[1396, '【堵漏神器】2021升级版强力屋顶裂缝防水自粘丁基胶带', ['家居家装 建材 桌面墙面地面材料']]
[1397, '3米宽地板革地板贴纸iPVC地胶垫仿真地毯加厚耐磨防水防潮水泥地', ['家居家装 家庭软饰 地毯']]
[1398, '4号5号中国国旗五星红旗防水壁挂铝合金旗杆门口户外室外墙斜插旗', ['家居家装 建材 桌面墙面地面材料']]
[1399, '隔热棉保温棉自粘防火隔热板耐高温隔热材料屋顶楼顶保温板防晒', ['家居家装 建材 桌面墙面地面材料']]
[1400, '丙纶防水卷材聚乙烯布楼顶屋顶专用卫生间地面高分子防潮补漏材料', ['家居家装 建材 桌面墙面地面材料']]
[1401, '简悦大豆被春秋被2022新品', ['家居家装 家纺 被子']]
[1402, '【爱星优品】夏秋薄被   棉被    可水洗可机洗    单双人', ['家居家装 家纺 被子']]
[1403, '良品A类无印凉感抗菌夏被可水洗冰冰熊冰丝夏凉被夏季空调被双', ['家居家装 家纺 被子']]
[1404, '双面羊羔绒被子冬被加厚保暖9斤冬季牛奶绒被芯单人学生宿舍被褥', ['家居家装 家纺 被子']]
[1405, '2022新款茶多酚兰精天丝夏凉被', ['家居家装 家纺 被子']]
[1406, '唐人  老粗布2*2.3米-无印风-小格', ['食品酒水 粮油调味 米面杂粮']]
[1407, '99.9纯棉一百棉布料面料布艺加工床单被罩', ['家居家装 家纺 床单被罩']]
[1408, '555微瑕疵 法兰绒毛毯床单被罩活动专用链接', ['家居家装 家纺 毛毯']]
[1409, '纯棉水洗棉被套单件纯棉良品简约格子床单被罩宿舍单双人纯棉被套', ['家居家装 家纺 床单被罩']]
[1410, '牛奶绒被套单件冬季加厚法兰绒保暖绒被罩珊瑚绒单双人学生被子套', ['家居家装 家纺 床单被罩']]
[1411, '"纯棉花布,颜色靓丽质地密实,全棉,透气舒适亲肤,做床单被罩。"', ['家居家装 家纺 床单被罩']]
[1412, '床垫软垫家用加厚1.8m大学生宿舍单双人榻榻米垫被褥子租房专用', ['家居家装 家纺 床垫床褥']]
[1413, '褥套被套0.9m学生宿舍床垫套拉链款单人双人床垫防尘保护套不含芯', ['家居家装 家纺 床垫床褥']]
[1414, '床垫加厚1.5米1.8米床垫子双人家用宿舍榻榻米床垫打地铺褥子垫', ['家居家装 家纺 床垫床褥']]
[1415, '一次性床单防水防油按摩旅游隔脏美容院无纺布床单床垫单张折叠', ['家居家装 家纺 床单被罩']]
[1416, '南极人床罩床裙式床套单件防尘保护套床垫床笠防滑', ['家居家装 家纺 床单被罩']]
[1417, '【老百姓】床上四件套公主风女床品床单三件套床笠田园花被套', ['家居家装 家纺 床品套件']]
[1418, '罗莱家纺儿童四件套纯棉100全棉被套床单被罩男孩女孩床上用品', ['家居家装 家纺 床品套件']]
[1419, '旗舰店专享—罗莱 AD6157-4 时尚大咖 床品四件套', ['家居家装 家纺 床品套件']]
[1420, '莫兰迪简约双拼水洗棉四件套纯色被套床单宿舍三件套1.2', ['家居家装 家纺 床品套件']]
[1421, 'Miroins 100支奥地利进口兰精天丝四件套 素色双拼床品四件套', ['家居家装 家纺 床品套件']]
[1422, '碳晶电褥子冬天家用办公室暖脚神器暖腿暖手宝加热坐垫宿舍电热毯', ['家居家装 家纺 电热毯']]
[1423, '暖央石墨烯电热地毯碳晶地暖垫电热垫加热垫家用客厅电热毯瑜伽垫', ['家居家装 家纺 电热毯']]
[1424, '环鼎水暖毯单人水循环调温大安全无辐射水电褥子双人三人床垫家用', ['家居家装 家纺 电热毯']]
[1425, '新品水暖毯双人水循环电热毯单人无辐射家用床垫加水安全水电褥子', ['家居家装 家纺 电热毯']]
[1426, '彩虹智能语音控制电热毯电褥子19-EV', ['家居家装 家纺 电热毯']]
[1427, '乳胶凉席1.5*2', ['家居家装 家纺 凉席']]
[1428, '席师傅冰丝凉席三件套1.8m床藤席夏季1.5米可折叠1.2席子2.0草席', ['家居家装 家纺 床品套件']]
[1429, '【南极人凉席】1.8m床冰丝席三件套夏季单人学生宿舍0.6米1.5席子', ['家居家装 家纺 床品套件']]
[1430, '乳胶凉席三件套夏季裸睡家用冰丝席可水洗折叠学生宿舍单人席子', ['家居家装 家纺 床品套件']]
[1431, '提花绣花冰炭凉席三件套  可水洗折叠席加厚软席子夏季家用', ['家居家装 家纺 床品套件']]
[1432, '男沙滩防晒防风吸水斗篷换衣浴袍连帽海滩女游泳印花可穿速干浴巾', ['家居家装 家纺 毛巾浴巾']]
[1433, '酒店浴巾宾馆专用白色大毛巾吸水柔软成人裹胸家用批发美容院浴巾', ['家居家装 家纺 毛巾浴巾']]
[1434, '小熊干发帽女超强吸水毛巾速干浴帽卡通擦头巾加厚包头帽韩国可爱', ['家居家装 家纺 毛巾浴巾']]
[1435, '纱布浴巾大人洗澡巾女大码男潮牌裹巾超强吸水家用夏季柔软', ['家居家装 家纺 毛巾浴巾']]
[1436, '潮流百货韩国ins风奶油色少女心吸水珊瑚绒柔软云朵毛巾可穿可裹', ['家居家装 家纺 毛巾浴巾']]
[1437, '珊瑚绒毛毯被冬季加厚法兰牛奶绒小毯子春秋空调毯沙发盖毯床上', ['家居家装 家纺 毛毯']]
[1438, '礼盒装潮牌法兰绒毛毯拉舍尔办公午休毯休闲旅行沙发毯子空调盖毯', ['家居家装 家纺 毛毯']]
[1439, '加厚法莱绒毛毯四季毯珊瑚绒冬季保暖单双人床铺单盖毯双面绒毯子', ['家居家装 家纺 毛毯']]
[1440, '恒源祥华夫格牛奶绒毛毯春秋单人沙发毯办公室午睡盖毯秋季空调毯', ['家居家装 家纺 毛毯']]
[1441, '珊瑚毯子铺床学生宿舍冬季加厚床单人办公室午睡法兰绒毛毯小盖', ['家居家装 家纺 毛毯']]
[1442, '床帘蚊帐一体式学生宿舍下铺女生上下铺通用寝室床围新款加密帘子', ['家居家装 家纺 蚊帐']]
[1443, '魔术贴夏季防蚊门帘隔断纱窗磁铁磁性自吸帘蚊帐卧室厨房高档家用', ['家居家装 家庭软饰 帘艺隔断']]
[1444, '蒙古包加厚蚊帐无需支架 1.8m床家用1.5m防摔儿童1.2*2.0米免安装', ['家居家装 家纺 蚊帐']]
[1445, '新款免安装可折叠支架户外成人儿童蚊帐收纳家用学生宿舍', ['家居家装 家纺 蚊帐']]
[1446, '网红蚊帐便捷式懒人免安装家用儿童学生宿舍寝室上下铺通用课折叠', ['家居家装 家纺 蚊帐']]
[1447, '【天天】棉枕巾加厚加大一对装柔软全棉卡通不掉色', ['家居家装 家纺 枕巾枕头枕芯']]
[1448, '枕头枕芯成人枕头芯套装一对装单人学生宿舍可爱少女心护颈可拆洗', ['家居家装 家纺 枕巾枕头枕芯']]
[1449, '新款树叶枕巾2条装52*78', ['家居家装 家纺 枕巾枕头枕芯']]
[1450, '毛圈枕巾两对装', ['家居家装 家纺 枕巾枕头枕芯']]
[1451, '抱枕被子两用二合一办公室午睡车载腰靠垫汽车多功能枕头空调毯', ['汽车用品 汽车装饰 头枕腰靠']]
[1452, '复古怀旧六人位快餐桌组合椅烧烤店火锅店酒吧饭店桌椅定制', ['家居家装 家具 餐厅家具']]
[1453, '柜橱柜简易组装不生锈菜柜酒柜鞋柜储物柜餐具柜子收纳柜餐边柜碗', ['家居家装 家具 餐厅家具']]
[1454, '馨逸餐边柜现代简约农村厨房橱柜客厅高柜立柜靠墙家用墙边储物杂', ['家居家装 家具 餐厅家具']]
[1455, '餐边柜简约现代家用厨房置物柜组合客厅靠墙柜子简易橱柜经济型', ['家居家装 家具 餐厅家具']]
[1456, '芝华仕格调家居现代简约客餐厅餐桌椅茶几电视柜组合餐厅家具6836', ['家居家装 家具 餐厅家具']]
[1457, '实木餐边柜橱柜边柜简约现代美式储物柜子实木酒柜水性漆家具', ['家居家装 家具 储物家具']]
[1458, '美式实木衣柜卧室白蜡木衣柜两门四门衣柜大容量储物柜收纳柜家具', ['家居家装 家具 储物家具']]
[1459, '意大利床头柜现代简约设计金属款别墅储物上海家具展订制家具', ['家居家装 家具 储物家具']]
[1460, '定制鞋柜家用门口入户玄关柜进门储物衣帽柜一体简约大容量门厅柜', ['家居家装 家具 储物家具']]
[1461, '壁柜 吊柜墙壁柜挂墙式厨房玻璃门客厅置物柜子卫生间储物柜浴室', ['家居家装 家具 储物家具']]
[1462, '布艺沙发现代简约大小户型客厅家具科技布乳胶转角沙发组合', ['家居家装 家具 客厅家具']]
[1463, '进门轻奢鞋柜简约大容量玄关柜家用门口鞋架收纳柜客厅防尘储物柜', ['家居家装 家具 储物家具']]
[1464, '边几角几现代简约小桌子迷你床头轻奢岩板茶几客厅置物架沙发边柜', ['家居家装 家具 客厅家具']]
[1465, '布艺沙发小户型现代简约轻奢可拆洗客厅家具整装组合三人科技乳胶', ['家居家装 家具 客厅家具']]
[1466, '实木茶几茶桌椅组合简约现代新中式阳台意泡茶桌家用功夫长茶台', ['家居家装 家具 阳台户外家具']]
[1467, '长镜子全身落地镜网红拍照穿衣镜卧室家用全身镜少女大镜子试衣镜', ['家居家装 家具 卧室家具']]
[1468, '全玉石阳台洗衣柜洗衣一体柜平盆简约款可定制厂家直销', ['家居家装 家具 其它']]
[1469, '宠物凳法斗狗新疆西藏直接拍科技布换鞋凳网红凳', ['宠物 宠物用品 宠物服饰']]
[1470, '浴室柜组合现代简约家用洗手洗脸盆卫生间小户型挂墙式卫浴洗漱台', ['家居家装 家具 其它']]
[1471, '【破损包赔】全身镜子贴墙女学生宿舍穿衣镜粘贴家用简约试衣镜子', ['家居家装 家具 卧室家具']]
[1472, '新中式仿大理石玄关桌子靠墙简约轻奢铁艺玄关台植物桌展示架', ['家居家装 家具 其它']]
[1473, '老板桌办公桌椅组合经理桌主管桌总裁桌简约现代办公家具老板台', ['家居家装 家具 商业办公家具']]
[1474, '老板桌简约现代办公家具轻奢高档办公室大班台总裁办公桌椅组合', ['家居家装 家具 商业办公家具']]
